ean/modelo,cod_interno,producto,marca,precio_online,precio_cuotas,garantia,url,timestamp
ND,50032744,"MacBook Pro 13"" M1 Chip 8-core CPU 8-core GPU 256GB SSD Silver",APPLE,$314.799,ND,ND,https://www.fravega.com/p/macbook-pro-13-m1-chip-8-core-cpu-8-core-gpu-256gb-ssd-silver-50032744/,2022-03-22 20:33:54
18M30LT,20012362,Notebook 13 Hp X360 435 G7 Amd Ryzen 5 4500u 8gb 256gb Touch,HP,$189.999,ND,ND,https://www.fravega.com/p/notebook-13-hp-x360-435-g7-amd-ryzen-5-4500u-8gb-256gb-touch-20012362/,2022-03-22 20:33:55
ND,50032746,"MacBook Air 13"" M1 Chip 8-core CPU 7-core GPU 256GB Space Grey",APPLE,$241.299,ND,ND,https://www.fravega.com/p/macbook-air-13-m1-chip-8-core-cpu-7-core-gpu-256gb-space-grey-50032746/,2022-03-22 20:33:55
81VS000GAR,20012101,Notebook Lenovo Ideapad Slim 14p Amd A4 9120e 4gb 64gb Win10,LENOVO,$64.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-ideapad-slim-14p-amd-a4-9120e-4gb-64gb-win10-20012101/,2022-03-22 20:33:55
ND,20009415,"Notebook 14"" Lenovo IdeaPad S145 AMD 3020e 4GB 500GB Windows 10 Home",LENOVO,$99.999,ND,ND,https://www.fravega.com/p/notebook-14-lenovo-ideapad-s145-amd-3020e-4gb-500gb-windows-10-home-20009415/,2022-03-22 20:33:55
250 G7,20012361,"Notebook 15,6 Hp 250 G7 Intel Core I3 8130u 4gb 1tb Windows",HP,$124.999,ND,ND,https://www.fravega.com/p/notebook-15-6-hp-250-g7-intel-core-i3-8130u-4gb-1tb-windows-20012361/,2022-03-22 20:33:55
NA-1431,20012191,"Notebook Aiwa 14"" Core i3 8gb Ram Win10",AIWA,$89.999,ND,ND,https://www.fravega.com/p/notebook-aiwa-14-core-i3-8gb-ram-win10-20012191/,2022-03-22 20:33:55
153B5LT,20007815,"Notebook 15,6"" HP 250 G7 Intel Core i3 10ma Gen 4GB 1TB Windows 10 Home",HP,$124.999,ND,ND,https://www.fravega.com/p/notebook-15-6-hp-250-g7-intel-core-i3-10ma-gen-4gb-1tb-windows-10-home-20007815/,2022-03-22 20:33:55
Dell Latitude 3410,20007795,"Notebook 14"" Dell Latitude 3410 Intel Core i3 10ma Gen 4GB 500GB Windows 10",DELL,$109.999,ND,ND,https://www.fravega.com/p/notebook-14-dell-latitude-3410-intel-core-i3-10ma-gen-4gb-500gb-windows-10-20007795/,2022-03-22 20:33:55
ND,50025824,"Cloudbook eNova 14"" Celeron N4020 RAM 4GB SSD 128GB Win 10 Home",ENOVA,$68.595,ND,ND,https://www.fravega.com/p/cloudbook-enova-14-celeron-n4020-ram-4gb-ssd-128gb-win-10-home-50025824/,2022-03-22 20:33:56
ND,50025812,Notebook Hp 15-da2022la Intel I3-10110u 12gb 256 Ssd,HP,$108.999,ND,ND,https://www.fravega.com/p/notebook-hp-15-da2022la-intel-i3-10110u-12gb-256-ssd-50025812/,2022-03-22 20:33:56
ND,50026616,"Notebook eNova 14"" Icelake I7 1065G7 RAM 8GB SSD 480GB M.2 Windows 10 Home",ENOVA,$203.829,ND,ND,https://www.fravega.com/p/notebook-enova-14-icelake-i7-1065g7-ram-8gb-ssd-480gb-m-2-windows-10-home-50026616/,2022-03-22 20:33:56
81VU00HLAR,364070,"Notebook Lenovo IdeaPad 14"" HD Celeron 4GB 128GB 81VU00HLAR",LENOVO,$62.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-ideapad-14-hd-celeron-4gb-128gb-81vu00hlar-364070/,2022-03-22 20:33:56
Inspiron 3505,50025801,Notebook Dell Inspiron 3505,DELL,$83.599,ND,ND,https://www.fravega.com/p/notebook-dell-inspiron-3505-50025801/,2022-03-22 20:33:56
ND,20013474,"Notebook 14"" Dell Latitude 3410 Intel Core i3 10ma Gen 8GB 500GB Windows 10",DELL,$118.999,ND,ND,https://www.fravega.com/p/notebook-14-dell-latitude-3410-intel-core-i3-10ma-gen-8gb-500gb-windows-10-20013474/,2022-03-22 20:33:56
S340,20015117,Notebook 14 Lenovo Ip S340 Amd Ryzen 3 3200u 8gb 1tb Win 10,LENOVO,$100.099,ND,ND,https://www.fravega.com/p/notebook-14-lenovo-ip-s340-amd-ryzen-3-3200u-8gb-1tb-win-10-20015117/,2022-03-22 20:33:57
348 G7,20015127,Notebook 14 Hp 348 G7 Intel Core I3 10ma 4gb 1tb Windows 10,HP,$105.999,ND,ND,https://www.fravega.com/p/notebook-14-hp-348-g7-intel-core-i3-10ma-4gb-1tb-windows-10-20015127/,2022-03-22 20:33:57
Core i5-10210U,50033160,"Notebook Banghó 14"" Intel Core i5 8GB 480GB SSD Max L4 i5 Office 365 Windows 11",BANGHO,$133.199,ND,ND,https://www.fravega.com/p/notebook-bangho-14-intel-core-i5-8gb-480gb-ssd-max-l4-i5-office-365-windows-11-50033160/,2022-03-22 20:33:57
ND,50034977,"MacBook Pro 14"" Apple M1 Pro chip 8-core CPU 14-core GPU - 512GB SSD - Silver",APPLE,$504.999,ND,ND,https://www.fravega.com/p/macbook-pro-14-apple-m1-pro-chip-8-core-cpu-14-core-gpu-512gb-ssd-silver-50034977/,2022-03-22 20:33:57
KL3350,20014997,"Notebook 14"" Kelyx KL3350 Intel Celeron N3350 4GB 64GB 1080p Windows 10 Home Gris",KELYX,$40.999,ND,ND,https://www.fravega.com/p/notebook-14-kelyx-kl3350-intel-celeron-n3350-4gb-64gb-1080p-windows-10-home-gris-20014997/,2022-03-22 20:33:57
M1499CC,20015131,Notebook Iqual Nq5 Intel Core I5 4gb 500gb Windows 10 Fhd,IQUAL,$75.099,ND,ND,https://www.fravega.com/p/notebook-iqual-nq5-intel-core-i5-4gb-500gb-windows-10-fhd-20015131/,2022-03-22 20:33:57
ND,50034643,"Macbook Pro 13"" (2020) Touch Bar 2.0Ghz quad-core 10th-gen Core i5 1TB - Silver",APPLE,$426.999,ND,ND,https://www.fravega.com/p/macbook-pro-13-(2020)-touch-bar-2-0ghz-quad-core-10th-gen-core-i5-1tb-silver-50034643/,2022-03-22 20:33:57
ND,50034642,"Macbook Pro 13"" (2020) Touch Bar 2.0Ghz quad-core 10th-gen Core i5 512Gb - Silver",APPLE,$384.999,ND,ND,https://www.fravega.com/p/macbook-pro-13-(2020)-touch-bar-2-0ghz-quad-core-10th-gen-core-i5-512gb-silver-50034642/,2022-03-22 20:33:58
Core i7-10510U,50033968,"Notebook Banghó Bes T4 Core I7 8GB 480GB SSD 14"" FHD Windows 11 PRO",BANGHO,$174.599,ND,ND,https://www.fravega.com/p/notebook-bangho-bes-t4-core-i7-8gb-480gb-ssd-14-fhd-windows-11-pro-50033968/,2022-03-22 20:33:58
43K41LT,20014858,Notebook Hp 240g8 14 I5-1035g1 4gb 256ssd W10h,HP,$100.999,ND,ND,https://www.fravega.com/p/notebook-hp-240g8-14-i5-1035g1-4gb-256ssd-w10h-20014858/,2022-03-22 20:33:58
ND,50034628,"Macbook Pro 13"" (2020) Touch Bar 2.0Ghz quad-core 10th-gen Core i5 1TB - Space Grey",APPLE,$426.999,ND,ND,https://www.fravega.com/p/macbook-pro-13-(2020)-touch-bar-2-0ghz-quad-core-10th-gen-core-i5-1tb-space-grey-50034628/,2022-03-22 20:33:58
ND,50033775,"MacBook Air 13"" M1 Chip 8-core CPU 7-core GPU 256GB Gold",APPLE,$241.299,ND,ND,https://www.fravega.com/p/macbook-air-13-m1-chip-8-core-cpu-7-core-gpu-256gb-gold-50033775/,2022-03-22 20:33:58
ND,50034981,"MacBook Pro 16"" Apple M1 Pro chip 10-core CPU 16-core GPU - 512GB SSD – Silver",APPLE,$630.999,ND,ND,https://www.fravega.com/p/macbook-pro-16-apple-m1-pro-chip-10-core-cpu-16-core-gpu-512gb-ssd-silver-50034981/,2022-03-22 20:33:58
ND,20013475,"Notebook 14"" Dell Latitude 3410 Intel Core i5 10ma Gen 8GB 500GB Windows 10",DELL,$155.999,ND,ND,https://www.fravega.com/p/notebook-14-dell-latitude-3410-intel-core-i5-10ma-gen-8gb-500gb-windows-10-20013475/,2022-03-22 20:33:58
ND,20013506,"Notebook HP 15.6"" FHD Intel Core i5-1137G7 8GB RAM 512GB SSD Windows 10 Silver",HP,$143.000,ND,ND,https://www.fravega.com/p/notebook-hp-15-6-fhd-intel-core-i5-1137g7-8gb-ram-512gb-ssd-windows-10-silver-20013506/,2022-03-22 20:33:58
15ITL05,20015424,Notebook Lenovo Ideapad 5 Core I3 11va 8gb 256gb Ssd 1080p,LENOVO,$119.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-ideapad-5-core-i3-11va-8gb-256gb-ssd-1080p-20015424/,2022-03-22 20:33:58
ND,20009139,Notebook CX 14 Intel Pentium Gris 4GB SSD256GB Win10Home,CX,$68.699,ND,ND,https://www.fravega.com/p/notebook-cx-14-intel-pentium-gris-4gb-ssd256gb-win10home-20009139/,2022-03-22 20:33:59
ND,20011594,Notebook Asus 14 M09660 Gris oscuro Core i5 1135G7 8GB SSD512GB Win10Home,ASUS,$213.199,ND,ND,https://www.fravega.com/p/notebook-asus-14-m09660-gris-oscuro-core-i5-1135g7-8gb-ssd512gb-win10home-20011594/,2022-03-22 20:33:59
ND,20009033,Notebook CX 14 Pentium N4200 Gris 4GBRam 64GB eMMC Win10Home,CX,$61.399,ND,ND,https://www.fravega.com/p/notebook-cx-14-pentium-n4200-gris-4gbram-64gb-emmc-win10home-20009033/,2022-03-22 20:33:59
ND,50019869,Notebook Haier Hrx156b Intel Celeron N3350 64gb Hdd 4gb,HAIER,$49.999,ND,ND,https://www.fravega.com/p/notebook-haier-hrx156b-intel-celeron-n3350-64gb-hdd-4gb-50019869/,2022-03-22 20:33:59
ND,50019870,Notebook Haier Xr140u 14 Ips Fhd 128gb Ssd 4gb Ram Win 10,HAIER,$64.999,ND,ND,https://www.fravega.com/p/notebook-haier-xr140u-14-ips-fhd-128gb-ssd-4gb-ram-win-10-50019870/,2022-03-22 20:33:59
ND,990003044,"Apple MacBook 13.3"" Retina Ci3 1,1 GHz 256 GB",APPLE,$199.999,ND,ND,https://www.fravega.com/p/apple-macbook-13-3-retina-ci3-1-1-ghz-256-gb-990003044/,2022-03-22 20:33:59
ND,20020987,Notebook Hp 14-cf2077la I3-10110u 4gb 256gb Ssd M.2 Win 10,HP,$99.999,ND,ND,https://www.fravega.com/p/notebook-hp-14-cf2077la-i3-10110u-4gb-256gb-ssd-m-2-win-10-20020987/,2022-03-22 20:34:00
ND,20023054,"Notebook Positivo Bgh At300b 14 , 2gb De Ram 32gb Ssd,",POSITIVO-BGH,$43.999,ND,ND,https://www.fravega.com/p/notebook-positivo-bgh-at300b-14-2gb-de-ram-32gb-ssd--20023054/,2022-03-22 20:34:00
ND,20011611,Notebook Dell 15 Vostro 3500 Negra Core i3 1115G4 4GB 1TB Sin Sistema Operativo,DELL,$99.599,ND,ND,https://www.fravega.com/p/notebook-dell-15-vostro-3500-negra-core-i3-1115g4-4gb-1tb-sin-sistema-operativo-20011611/,2022-03-22 20:34:00
ND,50040466,Notebook X515EA I3 15.6 FHD 256G 4G W10 Asus,ASUS,$89.699,ND,ND,https://www.fravega.com/p/notebook-x515ea-i3-15-6-fhd-256g-4g-w10-asus-50040466/,2022-03-22 20:34:00
ND,50039893,"Notebook eNova 14"" Pentium N4200 + RAM 4GB + SDD 240 Gby + Windows 10 Home",ENOVA,$59.999,ND,ND,https://www.fravega.com/p/notebook-enova-14-pentium-n4200-ram-4gb-sdd-240-gby-windows-10-home-50039893/,2022-03-22 20:34:00
ND,20011613,Notebook Dell 15 Vostro 3500 Negra Core i5 1135G7 4GB 1TB Sin Sistema Operativo,DELL,$137.199,ND,ND,https://www.fravega.com/p/notebook-dell-15-vostro-3500-negra-core-i5-1135g7-4gb-1tb-sin-sistema-operativo-20011613/,2022-03-22 20:34:01
ND,20022467,Notebook Lenovo IdeaPad Flex 5 Ryzen 5 4500 u 8GB Ram 256 GB Ssd 2.375GHz,LENOVO,$129.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-ideapad-flex-5-ryzen-5-4500-u-8gb-ram-256-gb-ssd-2-375ghz--20022467/,2022-03-22 20:34:01
ND,20020279,Dell Inspiron 3501 Procesador Core i3 – 1115G4 3.0 GHz Disco 128 SSD 8 Gb Ram Pantalla 15.6’’ Full HD BT Windows 10,DELL,$110.000,ND,ND,https://www.fravega.com/p/dell-inspiron-3501-procesador-core-i3-1115g4-3-0-ghz-disco-128-ssd-8-gb-ram-pantalla-15-6-full-hd-bt-windows-10-20020279/,2022-03-22 20:34:01
,50019169,Notebook Hp 14-dk1004la R3-3250U QC 4GB 1TB 14 pulgadas,HP,$76.999,ND,ND,https://www.fravega.com/p/notebook-hp-14-dk1004la-r3-3250u-qc-4gb-1tb-14-pulgadas-50019169/,2022-03-22 20:34:01
Lenovo ThinkPad L14 2da Gen (AMD),20016403,Notebook Lenovo ThinkPad L14 Ryzen 7 16GB 512GB SSD Office,LENOVO,$209.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-thinkpad-l14-ryzen-7-16gb-512gb-ssd-office-20016403/,2022-03-22 20:34:01
ND,50038638,Notebook Gfast N-230 i4120w Pentium 4gb SSD 128Gb 4120W Windows 10,GFAST,$64.999,ND,ND,https://www.fravega.com/p/notebook-gfast-n-230-i4120w-pentium-4gb-ssd-128gb-4120w-windows-10-50038638/,2022-03-22 20:34:01
ND,20016112,Notebook Dell 15 Core i5 1135G7 8GB SSD256GB Inspiron 3501 Sin Sistema Operativo,DELL,$147.499,ND,ND,https://www.fravega.com/p/notebook-dell-15-core-i5-1135g7-8gb-ssd256gb-inspiron-3501-sin-sistema-operativo-20016112/,2022-03-22 20:34:01
ND,20016113,Notebook Dell 15 Core i3 1115G4 4GB 1TB Inspiron 3501 Sin Sistema Operativo,DELL,$97.399,ND,ND,https://www.fravega.com/p/notebook-dell-15-core-i3-1115g4-4gb-1tb-inspiron-3501-sin-sistema-operativo-20016113/,2022-03-22 20:34:01
ND,50036271,"Notebook Asus X515EA Core i3 1115G4 15,6""FHD SSD 256Gb 4Gb Free Dos",ASUS,$89.999,ND,ND,https://www.fravega.com/p/notebook-asus-x515ea-core-i3-1115g4-15-6-fhd-ssd-256gb-4gb-free-dos-50036271/,2022-03-22 20:34:02
ND,50034550,Notebook Acer Swift 5 Core i5-1135G7 8Gb SSD 512Gb 14 Windows 10,ACER,$199.999,ND,ND,https://www.fravega.com/p/notebook-acer-swift-5-core-i5-1135g7-8gb-ssd-512gb-14-windows-10-50034550/,2022-03-22 20:34:02
ND,20012245,Notebook Lenovo 20QD001TUS,LENOVO,$189.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-20qd001tus-20012245/,2022-03-22 20:34:02
N15WI3256FHD,50030161,Notebook Noblex N15WI3256FHD,NOBLEX,$93.999,ND,ND,https://www.fravega.com/p/notebook-noblex-n15wi3256fhd-50030161/,2022-03-22 20:34:02
HP Pavilion x360 Convertible 14-dy0502la,20013500,Notebook HP Pavilion x360 Convertible 14-dy0502la (4E8P4LA),HP,$129.999,ND,ND,https://www.fravega.com/p/notebook-hp-pavilion-x360-convertible-14-dy0502la-(4e8p4la)-20013500/,2022-03-22 20:34:03
ND,20016005,Notebook X - View Novabook V2 4GB RAM + 256GB SSD M2,X-VIEW,$53.199,ND,ND,https://www.fravega.com/p/notebook-x-view-novabook-v2-4gb-ram-256gb-ssd-m2-20016005/,2022-03-22 20:34:03
ND,20012253,Notebook Acer CB315-3H-C2C3,ACER,$59.999,ND,ND,https://www.fravega.com/p/notebook-acer-cb315-3h-c2c3-20012253/,2022-03-22 20:34:03
ND,20011783,"Notebook HP 240 G8 14""/i5-1035G1/4GB/256GB/W10H 43K41LT",HP,$93.500,ND,ND,https://www.fravega.com/p/notebook-hp-240-g8-14-i5-1035g1-4gb-256gb-w10h-43k41lt-20011783/,2022-03-22 20:34:03
ND,20012247,Notebook HP 15-DY1032WM,HP,$99.999,ND,ND,https://www.fravega.com/p/notebook-hp-15-dy1032wm-20012247/,2022-03-22 20:34:03
A515-43-R26E,20022510,"NOTEBOOK ACER R3-3200U ASPIRE 5 4GB 256TB 15.6"" TECLADO ILUMINADO SILVER W10H",ACER,$90.999,ND,ND,https://www.fravega.com/p/notebook-acer-r3-3200u-aspire-5-4gb-256tb-15-6-teclado-iluminado-silver-w10h-20022510/,2022-03-22 20:34:03
A315-34-C7RP-AR,20022508,"NOTEBOOK ACER CEL N4000 ASPIRE 3 4GB 500GB 15.6"" W10HSL S/DVD BLACK (A315-34-C7RP-AR)(NX.HE3AL.00C)",ACER,$61.999,ND,ND,https://www.fravega.com/p/notebook-acer-cel-n4000-aspire-3-4gb-500gb-15-6-w10hsl-s-dvd-black-(a315-34-c7rp-ar)(nx-he3al-00c)-20022508/,2022-03-22 20:34:03
ND,20020293,Notebook Asus 14 Core i5 1135G7 8GB SSD128GB Win10Home,ASUS,$255.299,ND,ND,https://www.fravega.com/p/notebook-asus-14-core-i5-1135g7-8gb-ssd128gb-win10home-20020293/,2022-03-22 20:34:04
ND,20022222,Notebook Lenovo IP 3 15.6 i3-10110U 4GB 256SSD W10H 81WB00S6AR,LENOVO,$84.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-ip-3-15-6-i3-10110u-4gb-256ssd-w10h-81wb00s6ar-20022222/,2022-03-22 20:34:04
ND,20016110,Notebook Dell 15 Core i3 1115G4 8GB 256GB Sin Sistema Operativo,DELL,$122.199,ND,ND,https://www.fravega.com/p/notebook-dell-15-core-i3-1115g4-8gb-256gb-sin-sistema-operativo-20016110/,2022-03-22 20:34:04
Lenovo ThinkPad T14s 2da Gen - Storm Grey,20021725,Notebook ThinkPad T14s G2 Intel i7 16GB 512GB SSD Office - Gris,LENOVO,$268.999,ND,ND,https://www.fravega.com/p/notebook-thinkpad-t14s-g2-intel-i7-16gb-512gb-ssd-office-gris-20021725/,2022-03-22 20:34:04
Lenovo Legion 5i (Intel),20021726,Notebook Legion 5 Intel i7 16GB 512GB SSD 15.6 FHD RTX 3060,LENOVO,$319.999,ND,ND,https://www.fravega.com/p/notebook-legion-5-intel-i7-16gb-512gb-ssd-15-6-fhd-rtx-3060-20021726/,2022-03-22 20:34:04
ND,50040481,"Notebook Gfast N-100 Intel Celeron N4000 14"" 4gb 128gb ssd Windows 10",GFAST,$47.999,ND,ND,https://www.fravega.com/p/notebook-gfast-n-100-intel-celeron-n4000-14-4gb-128gb-ssd-windows-10-50040481/,2022-03-22 20:34:04
Lenovo ThinkPad E14 2da Gen,20021724,Notebook Lenovo ThinkPad E14 G2 Intel i5 16GB 512GB SSD Office,LENOVO,$179.999,ND,ND,https://www.fravega.com/p/notebook-lenovo-thinkpad-e14-g2-intel-i5-16gb-512gb-ssd-office-20021724/,2022-03-22 20:34:04
ND,20020898,Notebook Dell 15 Core i5 11320H 8GB SSD256GB Inspiron 5510 Win10Home,DELL,$190.999,ND,ND,https://www.fravega.com/p/notebook-dell-15-core-i5-11320h-8gb-ssd256gb-inspiron-5510-win10home-20020898/,2022-03-22 20:34:04
ND,20020899,Notebook Dell 15 Core i5 11300H 8GB SSD256GB Inspiron 5510 Win10Home,DELL,$180.199,ND,ND,https://www.fravega.com/p/notebook-dell-15-core-i5-11300h-8gb-ssd256gb-inspiron-5510-win10home-20020899/,2022-03-22 20:34:04
ND,50040007,"Notebook Acer Spin 2en1 Celeron 4Gb 128ssd 14"" Touch Win10H Silver SP114-31-C3PZ-AR",ACER,$70.379,ND,ND,https://www.fravega.com/p/notebook-acer-spin-2en1-celeron-4gb-128ssd-14-touch-win10h-silver-sp114-31-c3pz-ar-50040007/,2022-03-22 20:34:05
ND,50040483,Notebook HP Pavilion Amd Ryzen 3 4300u 8gb 256g 310g4la,HP,$109.999,ND,ND,https://www.fravega.com/p/notebook-hp-pavilion-amd-ryzen-3-4300u-8gb-256g-310g4la-50040483/,2022-03-22 20:34:05
ND,50040482,"Notebook Gfast N-130 Intel Celeron N4120 13,5"" 4gb 128gb ssd Windows 11",GFAST,$59.999,ND,ND,https://www.fravega.com/p/notebook-gfast-n-130-intel-celeron-n4120-13-5-4gb-128gb-ssd-windows-11-50040482/,2022-03-22 20:34:05
DK56,20003770,Notebook HP Gamer 15 Core i5 480 SSD + 20gb / 4gb Dedic FHD,HP,$223.399,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-480-ssd-20gb-4gb-dedic-fhd-20003770/,2022-03-22 20:34:06
DK56,20003772,Notebook HP Gamer 15 Core i5 SSD + HDD + 32gb / 4gb Ded FHD,HP,$266.399,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-ssd-hdd-32gb-4gb-ded-fhd-20003772/,2022-03-22 20:34:06
FE15 i5,50018863,"Notebook VAIO 15,6"" Core i5-10210U 4GB 1TB FE15 i5",VAIO,$129.999,ND,ND,https://www.fravega.com/p/notebook-vaio-15-6-core-i5-10210u-4gb-1tb-fe15-i5-50018863/,2022-03-22 20:34:06
DK56,20003771,Notebook HP Gamer 15 Core i5 SSD + HDD + 24gb / 4gb Ded FHD,HP,$234.899,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-ssd-hdd-24gb-4gb-ded-fhd-20003771/,2022-03-22 20:34:06
DK56,20003766,"Notebook HP Gamer 15"" core i5 256 SSD + 8gb / 4gb Dedic FHD",HP,$203.999,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-256-ssd-8gb-4gb-dedic-fhd-20003766/,2022-03-22 20:34:06
Inspiron14 3000,20020389,Notebook Dell Inspiron 14 Core i3 1005G1 4 GB Ram Disco 128 GB SSD Pantalla 14’’ HD Windows 10,DELL,$73.999,ND,ND,https://www.fravega.com/p/notebook-dell-inspiron-14-core-i3-1005g1-4-gb-ram-disco-128-gb-ssd-pantalla-14-hd-windows-10-20020389/,2022-03-22 20:34:06
DK56,20003767,"Notebook HP Gamer 15"" core i5 512 SSD + 8gb / 4gb Dedic FHD",HP,$226.399,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-512-ssd-8gb-4gb-dedic-fhd-20003767/,2022-03-22 20:34:06
310B,20003724,Chromebook 11.6 N4020 4gb + 16gb Emmc / Dell Chrome Os,DELL,$46.899,ND,ND,https://www.fravega.com/p/chromebook-11-6-n4020-4gb-16gb-emmc-dell-chrome-os-20003724/,2022-03-22 20:34:07
CB74,20003706,Notebook HP 14 Stream 64gb Emmc SSD + 4gb / N4000 W10 Black,HP,$54.599,ND,ND,https://www.fravega.com/p/notebook-hp-14-stream-64gb-emmc-ssd-4gb-n4000-w10-black-20003706/,2022-03-22 20:34:07
FE15 i7,50018862,"Notebook VAIO 15,6"" Core i7-10510U 4GB RAM 1TB FE15 i7",VAIO,$149.999,ND,ND,https://www.fravega.com/p/notebook-vaio-15-6-core-i7-10510u-4gb-ram-1tb-fe15-i7-50018862/,2022-03-22 20:34:07
FE15 i5 Optane,50022264,Notebook VAIO Fe 15 Optane Intel Core i5 Windows 10 Home 8 Gb 1 Tb,VAIO,$149.999,ND,ND,https://www.fravega.com/p/notebook-vaio-fe-15-optane-intel-core-i5-windows-10-home-8-gb-1-tb-50022264/,2022-03-22 20:34:07
AT560,50033184,Notebook Positivo Bgh At560 Intel Celeron W10 Home 14 4gb,POSITIVO-BGH,$56.999,ND,ND,https://www.fravega.com/p/notebook-positivo-bgh-at560-intel-celeron-w10-home-14-4gb-50033184/,2022-03-22 20:34:07
AT510,50029611,Notebook Positivo Bgh At510 Intel Celeron W10 Home 14 4gb,POSITIVO-BGH,$49.999,ND,ND,https://www.fravega.com/p/notebook-positivo-bgh-at510-intel-celeron-w10-home-14-4gb-50029611/,2022-03-22 20:34:07
ND,20020368,Notebook Lenovo 15 Core i5 1135G7 8GB SSD256GB L15 Sin Sistema Operativo,LENOVO,$174.799,ND,ND,https://www.fravega.com/p/notebook-lenovo-15-core-i5-1135g7-8gb-ssd256gb-l15-sin-sistema-operativo-20020368/,2022-03-22 20:34:08
DK56,20003769,Notebook HP Gamer 15 Core i5 SSD + HDD + 16gb / 4gb Ded FHD,HP,$221.599,ND,ND,https://www.fravega.com/p/notebook-hp-gamer-15-core-i5-ssd-hdd-16gb-4gb-ded-fhd-20003769/,2022-03-22 20:34:08
FE15,50025895,Notebook VAIO Fe 15 Intel Core I3 10110U Windows 10 Home 4 Gb 1 Tb,VAIO,$99.999,ND,ND,https://www.fravega.com/p/notebook-vaio-fe-15-intel-core-i3-10110u-windows-10-home-4-gb-1-tb-50025895/,2022-03-22 20:34:08
82GUS,20005223,Notebook Lenovo 14 AMD Athlon 128 SSD + 4gb / Blue Win 10,LENOVO,$76.699,ND,ND,https://www.fravega.com/p/notebook-lenovo-14-amd-athlon-128-ssd-4gb-blue-win-10-20005223/,2022-03-22 20:34:08
ND,20009806,Notebook CX 14 Intel Pentium 4G+SSD 320G+W10H,CX,$60.273,ND,ND,https://www.fravega.com/p/notebook-cx-14-intel-pentium-4g-ssd-320g-w10h-20009806/,2022-03-22 20:34:08
ND,20009855,Notebook HP 14 240 N4020 500GB 4GB W10HOME,HP,$77.280,ND,ND,https://www.fravega.com/p/notebook-hp-14-240-n4020-500gb-4gb-w10home-20009855/,2022-03-22 20:34:08
DQ02,20008999,Notebook HP 14 Celeron N4020 White 64 eMMC + 4gb / Win 10,HP,$64.999,ND,ND,https://www.fravega.com/p/notebook-hp-14-celeron-n4020-white-64-emmc-4gb-win-10-20008999/,2022-03-22 20:34:09
ND,20009771,Notebook CX 14 Intel Pentium 4G+64G+W10H,CX,$52.907,ND,ND,https://www.fravega.com/p/notebook-cx-14-intel-pentium-4g-64g-w10h-20009771/,2022-03-22 20:34:09
AT500,50019451,"Notebook Positivo BGH 14"" Celeron N3350 4GB RAM 64GB SSD AT500",POSITIVO-BGH,$45.999,ND,ND,https://www.fravega.com/p/notebook-positivo-bgh-14-celeron-n3350-4gb-ram-64gb-ssd-at500-50019451/,2022-03-22 20:34:09
ND,20009802,Notebook HP 14 440 I5-1135G7 8GB SSD 256GB W10PRO,HP,$223.025,ND,ND,https://www.fravega.com/p/notebook-hp-14-440-i5-1135g7-8gb-ssd-256gb-w10pro-20009802/,2022-03-22 20:34:09
DQ38,20005925,Notebook HP 14 Core i3 10ma 32gb 480 SSD / Intel Win 10,HP,$122.299,ND,ND,https://www.fravega.com/p/notebook-hp-14-core-i3-10ma-32gb-480-ssd-intel-win-10-20005925/,2022-03-22 20:34:09
DQ02,20008998,Notebook HP 14 Celeron N4020 64 eMMC + 64gb + 8gb / W10,HP,$72.999,ND,ND,https://www.fravega.com/p/notebook-hp-14-celeron-n4020-64-emmc-64gb-8gb-w10-20008998/,2022-03-22 20:34:09
DQ38,20005680,Notebook HP 14 Core i3 10ma 20gb 480 SSD / Intel Win 10,HP,$114.299,ND,ND,https://www.fravega.com/p/notebook-hp-14-core-i3-10ma-20gb-480-ssd-intel-win-10-20005680/,2022-03-22 20:34:09
DQ38,20005677,Notebook HP 14 Core i3 10ma 8gb 240 SSD / Intel Win 10,HP,$97.699,ND,ND,https://www.fravega.com/p/notebook-hp-14-core-i3-10ma-8gb-240-ssd-intel-win-10-20005677/,2022-03-22 20:34:10
DQ38,20005675,Notebook HP 14 Core i3 10ma 8gb 128 SSD / Intel Win 10,HP,$93.799,ND,ND,https://www.fravega.com/p/notebook-hp-14-core-i3-10ma-8gb-128-ssd-intel-win-10-20005675/,2022-03-22 20:34:10
DQ38,20005678,Notebook HP 14 Core i3 10ma 16gb 240 SSD / Intel Win 10,HP,$106.299,ND,ND,https://www.fravega.com/p/notebook-hp-14-core-i3-10ma-16gb-240-ssd-intel-win-10-20005678/,2022-03-22 20:34:10
